날짜,랭크그룹,메인역할,서브롤,영웅,승률(%),픽률(%),점수,티어
2026-05-13_0615,저티어,탱커,강건한 자,도미나,51.4,7.4,1.229,S
2026-05-13_0615,저티어,탱커,강건한 자,라인하르트,51.0,8.0,1.123,A
2026-05-13_0615,저티어,탱커,개시자,둠피스트,51.9,2.7,1.004,A
2026-05-13_0615,저티어,탱커,강건한 자,라마트라,49.7,9.6,0.748,B
2026-05-13_0615,저티어,탱커,투사,마우가,48.9,9.3,0.401,B
2026-05-13_0615,저티어,탱커,개시자,D.VA,48.1,9.6,0.108,C
2026-05-13_0615,저티어,탱커,개시자,레킹볼,49.0,2.0,-0.219,C
2026-05-13_0615,저티어,탱커,투사,로드호그,44.0,4.5,-1.993,D
2026-05-13_0615,저티어,딜러,측면 공격가,리퍼,52.8,14.0,2.104,S
2026-05-13_0615,저티어,딜러,측면 공격가,겐지,51.8,8.1,1.289,A
2026-05-13_0615,저티어,딜러,전문가,메이,50.9,5.4,0.739,B
2026-05-13_0615,저티어,딜러,측면 공격가,벤데타,49.3,2.6,-0.097,C
2026-05-13_0615,저티어,딜러,전문가,바스티온,47.4,12.6,-0.155,D
2026-05-13_0615,저티어,힐러,생존왕,미즈키,51.8,12.6,1.416,S
2026-05-13_0615,저티어,힐러,의무관,모이라,49.2,23.7,0.989,A
2026-05-13_0615,저티어,힐러,전술가,루시우,48.3,8.8,-0.194,B
2026-05-13_0615,저티어,힐러,의무관,라이프위버,47.4,5.9,-0.714,B
2026-05-13_0615,저티어,힐러,의무관,메르시,45.1,9.1,-1.458,C
2026-05-13_0615,저티어,힐러,전술가,바티스트,44.5,5.1,-1.918,D
2026-05-13_0615,중티어,탱커,강건한 자,도미나,52.1,4.2,1.246,S
2026-05-13_0615,중티어,탱커,개시자,둠피스트,50.7,6.6,0.917,A
2026-05-13_0615,중티어,탱커,개시자,D.VA,50.2,7.2,0.775,A
2026-05-13_0615,중티어,탱커,강건한 자,라마트라,48.6,4.9,-0.087,B
2026-05-13_0615,중티어,탱커,투사,마우가,47.3,10.2,-0.095,B
2026-05-13_0615,중티어,탱커,강건한 자,라인하르트,47.8,7.2,-0.185,C
2026-05-13_0615,중티어,탱커,개시자,레킹볼,47.9,3.3,-0.521,C
2026-05-13_0615,중티어,탱커,투사,로드호그,42.6,6.1,-2.371,D
2026-05-13_0615,중티어,딜러,측면 공격가,겐지,52.0,16.1,1.923,S
2026-05-13_0615,중티어,딜러,측면 공격가,리퍼,51.9,13.3,1.688,A
2026-05-13_0615,중티어,딜러,전문가,메이,48.6,5.5,-0.176,B
2026-05-13_0615,중티어,딜러,전문가,바스티온,47.1,6.0,-0.741,C
2026-05-13_0615,중티어,딜러,측면 공격가,벤데타,46.5,2.1,-1.253,D
2026-05-13_0615,중티어,힐러,생존왕,미즈키,48.8,8.3,0.208,S
2026-05-13_0615,중티어,힐러,전술가,루시우,48.7,5.2,-0.089,A
2026-05-13_0615,중티어,힐러,의무관,모이라,46.7,11.0,-0.408,B
2026-05-13_0615,중티어,힐러,의무관,라이프위버,47.3,7.5,-0.458,B
2026-05-13_0615,중티어,힐러,의무관,메르시,47.6,5.7,-0.487,C
2026-05-13_0615,중티어,힐러,전술가,바티스트,43.7,5.7,-2.047,D
2026-05-13_0615,고티어,탱커,강건한 자,도미나,52.1,3.1,1.19,S
2026-05-13_0615,고티어,탱커,개시자,D.VA,51.4,4.7,1.091,A
2026-05-13_0615,고티어,탱커,개시자,둠피스트,48.3,10.0,0.449,A
2026-05-13_0615,고티어,탱커,강건한 자,라마트라,47.3,3.1,-0.73,B
2026-05-13_0615,고티어,탱커,개시자,레킹볼,46.9,4.2,-0.766,B
2026-05-13_0615,고티어,탱커,투사,마우가,45.6,8.4,-0.811,C
2026-05-13_0615,고티어,탱커,투사,로드호그,42.0,4.8,-2.658,C
2026-05-13_0615,고티어,탱커,강건한 자,라인하르트,42.1,4.2,-2.686,D
2026-05-13_0615,고티어,딜러,측면 공격가,리퍼,52.9,13.1,2.231,S
2026-05-13_0615,고티어,딜러,측면 공격가,겐지,50.2,15.1,1.314,A
2026-05-13_0615,고티어,딜러,전문가,바스티온,47.3,3.7,-0.778,B
2026-05-13_0615,고티어,딜러,전문가,메이,46.7,3.3,-1.05,C
2026-05-13_0615,고티어,딜러,측면 공격가,벤데타,43.4,1.5,-2.517,D
2026-05-13_0615,고티어,힐러,전술가,루시우,48.4,6.7,0.1,S
2026-05-13_0615,고티어,힐러,생존왕,미즈키,46.7,5.7,-0.691,A
2026-05-13_0615,고티어,힐러,의무관,메르시,46.6,4.4,-0.874,B
2026-05-13_0615,고티어,힐러,의무관,모이라,46.2,4.7,-1.001,B
2026-05-13_0615,고티어,힐러,의무관,라이프위버,44.6,5.1,-1.597,C
2026-05-13_0615,고티어,힐러,전술가,바티스트,43.5,6.0,-1.937,D
